FundingOrgName,ProjectReference,LeadROName,Department,ProjectCategory,PISurname,PIFirstName,PIOtherNames,PI ORCID iD,StudentSurname,StudentFirstName,StudentOtherNames,Student ORCID iD,Title,StartDate,EndDate,AwardPounds,ExpenditurePounds,Region,Status,Classifications 1,Classifications 2,Classifications 3,Classifications 4,Classifications 5,Other Classifications,GTRProjectUrl,ProjectId,FundingOrgId,LeadROId,PIId,duration,price
BBSRC,BB/R009597/1,University College London,Genetics Evolution and Environment,Research Grant,Bahler,Jurg,NA,NA,NA,NA,NA,NA,Leveraging functional profiling datasets with machine learning to uncover proteins and cellular processes important for ageing,2018-04-01,2022-09-30,779212,NA,NA,Active,Ageing: chemistry/biochemistry,Artificial Intelligence,Bioinformatics,Functional genomics,NA,NA,https://gtr.ukri.org:443/projects?ref=BB/R009597/1,F18AFA4E-3672-4609-B8EB-8597476C10C8,2512EF1C-401B-4222-9869-A770D4C5FAC7,3A5E126D-C175-4730-9B7B-E6D8CF447F83,78A23805-5F15-4D7C-94D7-F6DC792460CF,1643,474.26171637248933
BBSRC,BB/J017272/1,King's College London,Cardiovascular,Research Grant,Kentish,Jonathan,Charles,NA,NA,NA,NA,NA,Modelling the human heart: an integrated experimental and computational study,2012-10-01,2015-11-30,647150,NA,NA,Closed,Artificial Intelligence,Biochemistry & physiology,Biomedical sciences,Biophysics,Medical science & disease,NA,https://gtr.ukri.org:443/projects?ref=BB/J017272/1,CD3616FD-37AA-4956-8148-FE670972916B,2512EF1C-401B-4222-9869-A770D4C5FAC7,318B5D98-4CB4-4B10-A876-08FC93071A56,19BCA9FD-3198-48F1-9876-FED60EE7CC2C,1155,560.3030303030303
BBSRC,BB/P026354/1,University of Oxford,Weatherall Inst of Molecular Medicine,Research Grant,Eggeling,Christian,NA,NA,NA,NA,NA,NA,Active Microscopy: Machine learning optimization of cell-based imaging microscopy.,2017-07-01,2018-12-31,142113,NA,NA,Closed,Artificial Intelligence,Image & Vision Computing,Instrumentation Eng. & Dev.,Theoretical biology,Tools for the biosciences,NA,https://gtr.ukri.org:443/projects?ref=BB/P026354/1,254B5547-6AEB-4A7F-8AD9-D54A2E9FAE18,2512EF1C-401B-4222-9869-A770D4C5FAC7,3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9,B3B7DA2A-9ABB-4DA4-BE3E-4D8A075D5323,548,259.33029197080293
BBSRC,BB/S008314/1,University of Surrey,Psychology,Research Grant,Violante,Ines,NA,http://orcid.org/0000-0002-4787-2901,NA,NA,NA,NA,Dynamic modulation of brain states using brain stimulation and neuroadaptive Bayesian optimization,2019-05-31,2022-05-30,470383,NA,NA,Active,Artificial Intelligence,Cognitive Psychology,Psychology,Tissue engineering,Tools for the biosciences,NA,https://gtr.ukri.org:443/projects?ref=BB/S008314/1,738142B5-F0E7-480C-A37A-E5D9B0C6872D,2512EF1C-401B-4222-9869-A770D4C5FAC7,67B34D05-3A52-4A09-8FF9-F2398D60E246,9EFADD45-9605-45E7-8920-D1F6B2C21F72,1095,429.57351598173517
BBSRC,BB/T012129/1,University of Nottingham,School of Computer Science,Research Grant,Pound,Michael,Philip,NA,NA,NA,NA,NA,Learn From The Best: training AI using biological expert attention,2020-10-01,2022-01-11,139851,NA,NA,Active,Artificial Intelligence,Image & Vision Computing,Interaction with organisms,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=BB/T012129/1,4BD4C60D-80FE-4696-86B2-08FF7BCC663C,2512EF1C-401B-4222-9869-A770D4C5FAC7,936D002F-A8D1-4A93-AE5D-825ED0903D8D,BFAB5F41-3DBA-4D55-8704-D1E5EAB7AE55,467,299.46680942184156
BBSRC,BB/T011831/1,University College London,Structural Molecular Biology,Research Grant,Hansen,Flemming,NA,http://orcid.org/0000-0003-0891-220X,NA,NA,NA,NA,Developing Artificial Intelligence and Deep Learning for the analysis of correlation spectroscopy data,2020-03-01,2021-02-28,133225,NA,NA,Closed,Analytical Science,Artificial Intelligence,Tools for the biosciences,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=BB/T011831/1,A909B61E-90B1-4E1F-B2DE-E56A03EEF89B,2512EF1C-401B-4222-9869-A770D4C5FAC7,3A5E126D-C175-4730-9B7B-E6D8CF447F83,D1A7BD45-4FD5-447B-86D3-0071BE9DB4AC,364,366.00274725274727
BBSRC,BB/R022143/1,University of Liverpool,Institute of Ageing and Chronic Disease,Research Grant,Barrett-Jolley,Richard,NA,NA,NA,NA,NA,NA,Artificial Intelligence Tools For Automatic Single Molecule Analysis,2018-12-01,2020-11-30,150561,NA,NA,Closed,Artificial Intelligence,Biological membranes,Communication & signalling,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=BB/R022143/1,858968FC-BA8C-48F0-9EB1-C90E7C7A1918,2512EF1C-401B-4222-9869-A770D4C5FAC7,A0A585E0-6B0D-4643-A3A6-47943B4CBFEF,D1C952C2-21D6-4167-82D3-BA2EC881CBAB,730,206.24794520547945
EPSRC,EP/M507106/1,University of Essex,Computer Sci and Electronic Engineering,Research Grant,Fasli,Maria,NA,NA,NA,NA,NA,NA,Innovative tools to enable exploration of complex and specialised data sets,2014-09-01,2017-02-28,106917,NA,NA,Closed,Artificial Intelligence,Information & Knowledge Mgmt,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/M507106/1,6A6CB343-A835-4C56-B30F-0C519A5C7CFE,798CB33D-C79E-4578-83F2-72606407192C,ED6A6B32-663C-4A62-A33B-2C6A68E2E102,F3CC2366-E10F-46E0-8018-773D0E2F98A8,911,117.3622392974753
EPSRC,EP/L026996/1,University of Aberdeen,Inst of Biological and Environmental Sci,Research Grant,van der Wal,Rene,NA,NA,NA,NA,NA,NA,"Digital Conservation: Birds, Blogs and Volunteers",2014-03-01,2016-04-01,10108,NA,NA,Closed,Artificial Intelligence,Human-Computer Interactions,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/L026996/1,B467A384-A403-448B-B7A6-0FF47A21FF94,798CB33D-C79E-4578-83F2-72606407192C,F7E13617-2678-475B-99E4-31479C92038D,F40E34F3-F7F8-4950-8393-F484119230D8,762,13.26509186351706
EPSRC,EP/D071542/1,University College London,Computer Science,Fellowship,Pontil,Massimiliano,NA,NA,NA,NA,NA,NA,A New Generation of Trainable Machines for Multi-Task Learning,2006-10-01,2011-09-30,766583,NA,NA,Closed,Artificial Intelligence,Fundamentals of Computing,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/D071542/1,E6264B5F-DBC4-4F9C-85F6-15620D42C0A7,798CB33D-C79E-4578-83F2-72606407192C,3A5E126D-C175-4730-9B7B-E6D8CF447F83,BAB88C7A-BAEE-4C37-8607-41E7D988C94E,1825,420.0454794520548
EPSRC,EP/E051162/1,University of Liverpool,Computer Science,Research Grant,Coenen,Frans,NA,NA,NA,NA,NA,NA,UK Knowledge Discovery in Data Symoposium,2007-05-26,2007-06-25,2633,NA,NA,Closed,Artificial Intelligence,Information & Knowledge Mgmt,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/E051162/1,DBD62254-FB98-4791-85EC-16B5C6E5A131,798CB33D-C79E-4578-83F2-72606407192C,A0A585E0-6B0D-4643-A3A6-47943B4CBFEF,D2FDA956-5B79-4FD4-8878-64F2EE70CAAF,30,87.76666666666667
EPSRC,EP/R035733/1,Edinburgh Napier University,Computing,Research Grant,Hart,Emma,NA,NA,NA,NA,NA,NA,Autonomous Robot Evolution: Cradle To Grave,2018-08-01,2022-07-31,366412,NA,NA,Active,Artificial Intelligence,Robotics & Autonomy,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/R035733/1,D4FE6B0B-67DA-40CC-9ED7-19C1341412DF,798CB33D-C79E-4578-83F2-72606407192C,0740327D-1A22-41B4-82F9-1CC65BB29610,21BB78AA-C586-4D11-ADEA-98A300C78DD2,1460,250.96712328767123
EPSRC,EP/R031193/1,University of Leeds,Sch of Computing,Research Grant,Cohn,Anthony,NA,NA,NA,NA,NA,NA,Humanlike physics understanding for autonomous robots,2018-04-01,2021-02-28,303126,NA,NA,Closed,Artificial Intelligence,NA,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/R031193/1,7AD70E47-5AF3-4194-80C8-213B2AD47280,798CB33D-C79E-4578-83F2-72606407192C,83D87776-5958-42AE-889D-B8AECF16B468,FB7CEFF3-DD80-45B4-9CB8-CAA0A46B68C5,1064,284.89285714285717
EPSRC,EP/N007565/1,University of Glasgow,School of Computing Science,Research Grant,Calder,Muffy,NA,NA,NA,NA,NA,NA,Science of Sensor System Software,2016-01-01,2022-12-31,4183694,NA,NA,Active,Artificial Intelligence,Control Engineering,Fundamentals of Computing,Mobile Computing,Software Engineering,NA,https://gtr.ukri.org:443/projects?ref=EP/N007565/1,104CB8DE-0728-471C-9355-24B04B278B0A,798CB33D-C79E-4578-83F2-72606407192C,AE58F21F-3622-4382-97BB-1359BD183E9F,E0CC83F7-8DAC-4932-8831-4B0DF399BFF0,2556,1636.8129890453833
EPSRC,EP/E036910/1,University of Edinburgh,Sch of Mathematics,Research Grant,Grothey,Andreas,NA,NA,NA,NA,NA,NA,Warmstarting Techniques for Stochastic Programming Problems solved by Interior Point Methods,2007-04-01,2009-03-31,173981,NA,NA,Closed,Artificial Intelligence,Mathematical Aspects of OR,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/E036910/1,A60CECE6-51DF-4433-9A63-37F3E9E62402,798CB33D-C79E-4578-83F2-72606407192C,2DB7ED73-8E89-457A-A395-FAC12F929C1A,C1F4B8B7-4177-4F56-92F7-7AA5A4BDD5ED,730,238.33013698630137
EPSRC,EP/M000702/1,"Queen Mary, University of London",Sch of Electronic Eng & Computer Science,Research Grant,Pearce,Marcus,Thomas,NA,NA,NA,NA,NA,Predicting musical choices using computational models of cognitive and neural processing,2015-04-06,2016-12-05,100224,NA,NA,Closed,Artificial Intelligence,Cognitive Psychology,Cognitive Science Appl. in ICT,Music & Acoustic Technology,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/M000702/1,53368443-8B03-4CCE-B505-334D8AA2E47A,798CB33D-C79E-4578-83F2-72606407192C,D5337A10-AC8A-402A-8164-C5F9CC6B0140,F54C6961-678D-4229-9960-4F1F6D31BF56,609,164.57142857142858
EPSRC,EP/R01860X/1,Lancaster University,Mathematics and Statistics,Research Grant,Leslie,David,NA,NA,NA,NA,NA,NA,Data Science of the Natural Environment,2018-04-16,2024-04-15,2656400,NA,NA,Active,Artificial Intelligence,Information & Knowledge Mgmt,Statistics & Appl. Probability,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/R01860X/1,D5DE843F-BE50-4F3E-97C9-05877EDC229A,798CB33D-C79E-4578-83F2-72606407192C,44160F04-5CBF-4E8E-A6C6-C0EF61A5865C,99453332-3287-4883-8813-03B256ED02B5,2191,1212.4144226380647
EPSRC,EP/H048480/1,University of Brighton,"Sch of Computing, Engineering & Maths",Research Grant,Stapleton,Gem,NA,NA,NA,NA,NA,NA,Sketching Euler Diagrams,2010-04-01,2011-03-31,14766,NA,NA,Closed,Artificial Intelligence,Computer Graphics & Visual.,Image & Vision Computing,Information & Knowledge Mgmt,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/H048480/1,60DFB6C9-FE10-49E6-B76A-414794B4CA34,798CB33D-C79E-4578-83F2-72606407192C,5904176C-7486-4E2B-959A-94C29ADE4D96,B955DC9F-913A-4E9D-93EC-28026337D636,364,40.565934065934066
EPSRC,EP/T024348/1,Swansea University,School of Engineering,Research Grant,Wilks,Steve,NA,NA,NA,NA,NA,NA,Swansea University - Capital Award for Core Equipment,2020-02-13,2021-08-12,125000,NA,NA,Active,Artificial Intelligence,Energy Storage,Materials Processing,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/T024348/1,BA9D7B28-46E1-40AA-A152-3C76B2E0A4F7,798CB33D-C79E-4578-83F2-72606407192C,AB307619-D4FA-427E-A042-09DBEBA84669,19CBAFC2-BFD6-47A3-8BB9-836519699889,546,228.93772893772893
EPSRC,EP/P030033/1,Sheffield Hallam University,"College of Business, Technology & Eng",Research Grant,Di Nuovo,Alessandro,NA,NA,NA,NA,NA,NA,Number Understanding Modelling in Behavioural Embodied Robotic Systems,2017-09-01,2020-10-31,100958,NA,NA,Closed,Artificial Intelligence,Human-Computer Interactions,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/P030033/1,66533EBD-29F1-4091-BCDC-325DA9B53D2C,798CB33D-C79E-4578-83F2-72606407192C,52FDE897-E62F-4388-A588-9382D1E7C2D3,79BB1679-474F-45C1-9399-F4E1B8D2FE5A,1156,87.33391003460207
EPSRC,EP/K015745/1,University of St Andrews,Computer Science,Research Grant,Miguel,Ian,James,NA,NA,NA,NA,NA,Working Together: Constraint Programming and Cloud Computing,2013-04-01,2016-09-30,630231,NA,NA,Closed,Artificial Intelligence,Fundamentals of Computing,Information & Knowledge Mgmt,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/K015745/1,DA04B0FE-FEA5-4840-8E7B-2E4DF0A13919,798CB33D-C79E-4578-83F2-72606407192C,C0E4FAD2-3C8B-410A-B6DF-3B9B9E433060,31594C8D-AC91-4AE5-9EC6-02433AB5242E,1278,493.13849765258215
EPSRC,EP/I001603/1,University of Bristol,Computer Science,Research Grant,Cliff,Dave,NA,NA,NA,NA,NA,NA,TradeTech2010 Showcase Workshop,2010-04-01,2010-10-31,14488,NA,NA,Closed,Artificial Intelligence,Software Engineering,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/I001603/1,D79088C8-E199-4339-988D-32666B2BB473,798CB33D-C79E-4578-83F2-72606407192C,4A348A76-B2D0-4DDD-804A-CE735A6D3798,6686F3E1-47F8-47D9-8031-81600E1863AA,213,68.01877934272301
EPSRC,EP/V00784X/1,University of Southampton,Sch of of Electronics and Computer Sci,Research Grant,Ramchurn,Sarvapali,Dyanand,NA,NA,NA,NA,NA,UKRI Trustworthy Autonomous Systems Hub,2020-09-01,2024-08-31,11896883,NA,NA,Active,Artificial Intelligence,Control Engineering,Robotics & Autonomy,Social Policy,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/V00784X/1,DFCEE1E3-C391-449E-94BC-216A3F80ACA1,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,8492832B-E4F7-4201-A8DC-52FA7B1CFBAD,1460,8148.55
EPSRC,EP/E027296/1,University of Bristol,Engineering Mathematics,Research Grant,Campbell,Ian Colin Grant,NA,http://orcid.org/0000-0002-4775-9802,NA,NA,NA,NA,New Algorithmic Techniques for Cancer Informatics,2007-04-02,2010-04-01,217337,NA,NA,Closed,Artificial Intelligence,Bioinformatics,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/E027296/1,6CD018C1-E2B9-4AE9-9385-319A245BBDA8,798CB33D-C79E-4578-83F2-72606407192C,4A348A76-B2D0-4DDD-804A-CE735A6D3798,4482F852-34BC-4151-96E4-6E65F011A983,1095,198.48127853881277
EPSRC,EP/L011891/1,University of Nottingham,Faculty of Engineering,Research Grant,Sharples,Sarah,NA,http://orcid.org/0000-0003-0288-915X,NA,NA,NA,NA,Digital Economy Doctoral Training Network,2014-04-01,2019-09-30,507359,NA,NA,Closed,Artificial Intelligence,Human-Computer Interactions,Image & Vision Computing,Information & Knowledge Mgmt,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/L011891/1,02F15393-CA17-4236-940A-3883C6B2ADC7,798CB33D-C79E-4578-83F2-72606407192C,936D002F-A8D1-4A93-AE5D-825ED0903D8D,323CD3AD-FFBB-49AA-B104-538A9B59892B,2008,252.6688247011952
EPSRC,EP/V025562/1,University of Birmingham,School of Computer Science,Fellowship,Lehre,Per Kristian,NA,NA,NA,NA,NA,NA,Turing AI Fellowship: Rigorous time-complexity analysis of co-evolutionary algorithms,2021-01-01,2025-12-31,1241935,NA,NA,Active,Artificial Intelligence,Fundamentals of Computing,Statistics & Appl. Probability,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/V025562/1,322FCFB2-DE14-4E50-85DF-0F5A86D7D1AF,798CB33D-C79E-4578-83F2-72606407192C,818CD6C9-61EE-41F2-9F37-0C7A8F43E25D,EC8EB4C4-2DFF-48DD-AF19-7B0774A75970,1825,680.5123287671233
EPSRC,EP/F023464/1,University of Sheffield,Materials Science and Engineering,Research Grant,Rainforth,W,Mark,NA,NA,NA,NA,NA,"A NEW FRAMEWORK FOR HYBRID THROUGH-PROCESS MODELLING, PROCESS SIMULATION AND OPTIMISATION IN THE METALS INDUSTRY",2008-01-01,2012-12-31,4529692,NA,NA,Closed,Artificial Intelligence,Materials Processing,Materials testing & eng.,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/F023464/1,981BF3A6-4ADF-4E55-AA75-0D174856667E,798CB33D-C79E-4578-83F2-72606407192C,03D8AFBB-3EA5-4885-B036-BD4F9F4F9849,2E25A7BD-C053-444B-A7DB-952010D54510,1826,2480.6637458926616
EPSRC,EP/D055334/1,University of Leeds,Sch of Computing,Research Grant,Xu,Jie,NA,NA,NA,NA,NA,NA,The White Rose Grid e-Science Centre,2006-03-01,2008-02-29,272083,NA,NA,Closed,Artificial Intelligence,Information & Knowledge Mgmt,Networks & Distributed Systems,Software Engineering,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/D055334/1,FB0D07AC-1AD1-4DFA-8CC4-F257CC0B45D6,798CB33D-C79E-4578-83F2-72606407192C,83D87776-5958-42AE-889D-B8AECF16B468,169BAACA-AD3D-4474-9279-72228B48875C,730,372.71643835616436
EPSRC,EP/D062721/1,University of Strathclyde,Computer and Information Sciences,Research Grant,Fox,Maria,NA,NA,NA,NA,NA,NA,Planning in Mixed Discrete-Continuous Domains,2006-09-01,2009-12-31,490025,NA,NA,Closed,Artificial Intelligence,Fundamentals of Computing,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/D062721/1,F05EA428-A32F-44C0-81AC-FE2B687039C8,798CB33D-C79E-4578-83F2-72606407192C,5BB4F8BF-B4E0-4EAF-9AF5-885E19D64850,3393FFCC-9A6B-42A2-94AB-CE3A293FD6E0,1217,402.64995891536563
EPSRC,EP/J020257/1,University of Nottingham,School of Computer Science,Research Grant,Qiu,Guoping,NA,NA,NA,NA,NA,NA,FISH: Fast Semantic Nearest Neighbour Search,2012-06-01,2013-09-30,95625,NA,NA,Closed,Artificial Intelligence,Image & Vision Computing,Information & Knowledge Mgmt,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/J020257/1,901987B1-21D8-4D34-BA61-F62C621FBC97,798CB33D-C79E-4578-83F2-72606407192C,936D002F-A8D1-4A93-AE5D-825ED0903D8D,35032571-C626-443C-B184-378F7EAE0F9A,486,196.75925925925927
EPSRC,EP/R018677/1,University of Bristol,Electrical and Electronic Engineering,Research Grant,Piechocki,Robert,Jan,NA,NA,NA,NA,NA,IRC Next Steps Plus : OPERA - Opportunistic Passive Radar for Non-Cooperative Contextual Sensing,2019-01-01,2022-12-31,1363228,NA,NA,Active,Artificial Intelligence,Information & Knowledge Mgmt,Networks & Distributed Systems,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/R018677/1,65A5E759-B1B4-4567-9BDE-C741D8FCD3FF,798CB33D-C79E-4578-83F2-72606407192C,4A348A76-B2D0-4DDD-804A-CE735A6D3798,DDA208DA-4AE5-492C-B43D-5DDE344EA38D,1460,933.7178082191781
EPSRC,EP/M013766/1,University of Manchester,Alliance Manchester Business School,Research Grant,Handl,Julia,Karena,NA,NA,NA,NA,NA,Matheuristics for multi-criterion data clustering: towards multi-criterion big data analytics,2015-07-01,2017-07-31,100317,NA,NA,Closed,Artificial Intelligence,Information & Knowledge Mgmt,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/M013766/1,9F9F9D98-04A9-4720-907B-EB962D6C070D,798CB33D-C79E-4578-83F2-72606407192C,68D0E3C9-9246-4CFC-B5E9-48584CF82993,6C6C80B5-B81C-4AC6-B309-5606D55943DA,761,131.82260183968464
EPSRC,EP/E005322/1,University of Edinburgh,Sch of Informatics,Research Grant,McCasland,Roy,Lynn,NA,NA,NA,NA,NA,Automated Reasoning in Large Structured Theories,2006-05-01,2006-07-31,21690,NA,NA,Closed,Artificial Intelligence,Fundamentals of Computing,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/E005322/1,9FB03289-84F3-4C0C-9496-E5DCF47900D8,798CB33D-C79E-4578-83F2-72606407192C,2DB7ED73-8E89-457A-A395-FAC12F929C1A,2C8387CD-2D2F-42F9-A0DE-C65BEBF33018,91,238.35164835164835
EPSRC,EP/N00714X/1,University of Ulster,Sch of Computing & Intelligent Systems,Research Grant,McDaid,Liam,Joseph,NA,NA,NA,NA,NA,Self-repairing hardware paradigms based on astrocyte-neuron models,2015-10-01,2019-07-04,375834,NA,NA,Closed,Artificial Intelligence,Electronic Devices & Subsys.,Fundamentals of Computing,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/N00714X/1,C4A23B1D-9CAE-44E6-9D7D-DA33CC16C8BD,798CB33D-C79E-4578-83F2-72606407192C,245EB81A-808F-4697-BAED-263C20266B74,0288B399-18C7-436E-8821-A24407AA9046,1372,273.9314868804665
EPSRC,EP/D069742/1,University of Liverpool,Computer Science,Research Grant,Coenen,Frans,NA,NA,NA,NA,NA,NA,UK kDD Symposium,2006-05-19,2006-06-18,1664,NA,NA,Closed,Artificial Intelligence,NA,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/D069742/1,66410DD3-207C-4B8B-BFAF-D13E9AC94078,798CB33D-C79E-4578-83F2-72606407192C,A0A585E0-6B0D-4643-A3A6-47943B4CBFEF,D2FDA956-5B79-4FD4-8878-64F2EE70CAAF,30,55.46666666666667
EPSRC,EP/H014381/1,University of the West of England,Faculty of Environment and Technology,Research Grant,Adamatzky,Andrew,NA,NA,NA,NA,NA,NA,Learning and computation in disordered networks of memristors: theory and experiments,2010-07-01,2013-06-30,643826,NA,NA,Closed,Artificial Intelligence,Electronic Devices & Subsys.,Materials Synthesis & Growth,New & Emerging Comp. Paradigms,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/H014381/1,F6791E8F-A6C9-4A0A-87BB-D8C3EDDF67C6,798CB33D-C79E-4578-83F2-72606407192C,2A80FFDA-3B8B-43BA-80C3-3AA850B49BA1,F6F8D577-3339-4FC5-8046-031FE7ACE387,1095,587.9689497716895
EPSRC,EP/E058388/1,Aberystwyth University,Computer Science,Research Grant,Shen,Qiang,NA,NA,NA,NA,NA,NA,Workshop on the Future of (UK) Fuzzy Systems Research,2007-03-01,2007-08-31,12026,NA,NA,Closed,Artificial Intelligence,NA,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/E058388/1,F31957FC-EE08-4CB3-8D54-D0CB80F341E3,798CB33D-C79E-4578-83F2-72606407192C,E4757A6E-7326-472B-9979-B47D77A65446,34D02A5D-F2F4-45CF-B49C-703368711B1C,183,65.71584699453553
EPSRC,EP/T014598/1,Edinburgh Napier University,School of Computing,Research Grant,Gkatzia,Dimitra,NA,NA,NA,NA,NA,NA,CiViL: Common-sense- and Visually-enhanced natural Language generation,2020-09-28,2023-09-27,280059,NA,NA,Active,Artificial Intelligence,Computational Linguistics,Human-Computer Interactions,Image & Vision Computing,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/T014598/1,26CF08D3-C46F-49F0-A283-E6FF277E0A97,798CB33D-C79E-4578-83F2-72606407192C,0740327D-1A22-41B4-82F9-1CC65BB29610,A1CB4311-D8FA-4BF5-AEE5-3D8CF763CCBB,1094,255.99542961608776
EPSRC,EP/F024428/1,Lancaster University,Computing & Communications,Research Grant,Hutchison,David,NA,NA,NA,NA,NA,NA,International Workshop on Self Organizing Systems (IWSOS) 2007 - Conference Organisation &amp; Travel Grants for International Speakers &amp; Panel Members,2007-09-01,2008-02-29,9176,NA,NA,Closed,Artificial Intelligence,Networks & Distributed Systems,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/F024428/1,C53421EA-E24B-4F83-AC65-E04BDAAA054A,798CB33D-C79E-4578-83F2-72606407192C,44160F04-5CBF-4E8E-A6C6-C0EF61A5865C,45E1861D-547C-4624-B3F1-82EE4C09EFA4,181,50.69613259668508
